31+1 2.03 2.63 3.23 3.82 4.42 5.02 5.62
31+2 2.08 2.68 3.28 3.87 4.47 5.07 5.67
31+3 2.13 2.73 3.33 3.93 4.52 5.12 5.72
31+4 2.19 2.78 3.38 3.98 4.58 5.17 5.77
31+5 2.24 2.84 3.43 4.03 4.63 5.23 5.82
31+6 2.29 2.89 3.49 4.08 4.68 5.28 5.88
32+0 2.35 2.94 3.54 4.14 4.74 5.33 5.93
32+1 2.40 3.00 3.60 4.19 4.79 5.39 5.99
32+2 2.46 3.06 3.65 4.25 4.85 5.45 6.04
32+3 2.52 3.11 3.71 4.31 4.91 5.50 6.10
32+4 2.57 3.17 3.77 4.37 4.96 5.56 6.16
32+5 2.63 3.23 3.83 4.43 5.02 5.62 6.22
32+6 2.69 3.29 3.89 4.49 5.08 5.68 6.28
33+0 2.25 3.00 3.74 4.48 5.23 5.97 6.71
33+1 2.33 3.07 3.81 4.56 5.30 6.04 6.78
33+2 2.40 3.14 3.89 4.63 5.37 6.11 6.85
33+3 2.48 3.22 3.96 4.70 5.44 6.18 6.92
33+4 2.55 3.29 4.03 4.76 5.50 6.24 6.98
33+5 2.62 3.36 4.09 4.83 5.57 6.31 7.04
33+6 2.69 3.42 4.16 4.90 5.63 6.37 7.11
34+0 2.76 3.49 4.23 4.96 5.70 6.43 7.17
34+1 2.82 3.56 4.29 5.02 5.76 6.49 7.23
34+2 2.89 3.62 4.35 5.09 5.82 6.55 7.29
34+3 2.95 3.68 4.42 5.15 5.88 6.61 7.34
34+4 3.01 3.75 4.48 5.21 5.94 6.67 7.40
34+5 3.08 3.81 4.54 5.27 5.99 6.72 7.45
34+6 3.14 3.87 4.59 5.32 6.05 6.78 7.51
35+0 3.20 3.92 4.65 5.38 6.11 6.83 7.56
35+1 3.26 3.98 4.71 5.43 6.16 6.89 7.61
35+2 3.31 4.04 4.76 5.49 6.21 6.94 7.66
35+3 3.37 4.09 4.82 5.54 6.27 6.99 7.71
35+4 3.43 4.15 4.87 5.59 6.32 7.04 7.76
35+5 3.48 4.20 4.92 5.65 6.37 7.09 7.81
35+6 3.53 4.25 4.98 5.70 6.42 7.14 7.86
36+0 3.59 4.31 5.03 5.74 6.46 7.18 7.90
36+1 3.64 4.36 5.07 5.79 6.51 7.23 7.95
36+2 3.69 4.41 5.12 5.84 6.56 7.27 7.99
36+3 3.74 4.46 5.17 5.89 6.60 7.32 8.03
36+4 3.79 4.50 5.22 5.93 6.65 7.36 8.08
36+5 3.84 4.55 5.26 5.98 6.69 7.40 8.12
36+6 3.88 4.60 5.31 6.02 6.73 7.44 8.16
37+0 3.93 4.64 5.35 6.06 6.77 7.49 8.20
37+1 3.98 4.69 5.40 6.11 6.82 7.52 8.23
37+2 4.02 4.73 5.44 6.15 6.86 7.56 8.27
37+3 4.06 4.77 5.48 6.19 6.89 7.60 8.31
37+4 4.11 4.81 5.52 6.23 6.93 7.64 8.35
37+5 4.15 4.85 5.56 6.27 6.97 7.68 8.38
37+6 4.19 4.90 5.60 6.30 7.01 7.71 8.42
38+0 4.23 4.93 5.64 6.34 7.04 7.75 8.45
38+1 4.27 4.97 5.68 6.38 7.08 7.78 8.48
38+2 4.31 5.01 5.71 6.41 7.11 7.81 8.51
38+3 4.35 5.05 5.75 6.45 7.15 7.85 8.55
38+4 4.39 5.09 5.78 6.48 7.18 7.88 8.58
38+5 4.42 5.12 5.82 6.52 7.21 7.91 8.61
38+6 4.46 5.16 5.85 6.55 7.24 7.94 8.64
39+0 4.50 5.19 5.89 6.58 7.28 7.97 8.66
39+1 4.53 5.22 5.92 6.61 7.31 8.00 8.69
39+2 4.57 5.26 5.95 6.64 7.34 8.03 8.72
39+3 4.60 5.29 5.98 6.67 7.36 8.06 8.75
39+4 4.63 5.32 6.01 6.70 7.39 8.08 8.77
39+5 4.66 5.35 6.04 6.73 7.42 8.11 8.80
39+6 4.70 5.38 6.07 6.76 7.45 8.14 8.82
40+0 4.73 5.41 6.10 6.79 7.47 8.16 8.85
40+1 4.76 5.44 6.13 6.81 7.50 8.19 8.87
40+2 4.79 5.47 6.16 6.84 7.53 8.21 8.89
40+3 4.82 5.50 6.18 6.87 7.55 8.23 8.92
40+4 4.85 5.53 6.21 6.89 7.57 8.26 8.94
40+5 4.87 5.55 6.24 6.92 7.60 8.28 8.96
40+6 4.90 5.58 6.26 6.94 7.62 8.30 8.98
41+0 4.93 5.61 6.29 6.96 7.64 8.32 9.00
41+1 4.95 5.63 6.31 6.99 7.66 8.34 9.02
41+2 4.98 5.66 6.33 7.01 7.69 8.36 9.04
41+3 5.01 5.68 6.36 7.03 7.71 8.38 9.06
41+4 5.03 5.71 6.38 7.05 7.73 8.40 9.08
41+5 5.06 5.73 6.40 7.07 7.75 8.42 9.09
41+6 5.08 5.75 6.42 7.09 7.77 8.44 9.11
42+0 5.10 5.77 6.44 7.11 7.78 8.46 9.13
42+1 5.13 5.80 6.46 7.13 7.80 8.47 9.14
42+2 5.15 5.82 6.48 7.15 7.82 8.49 9.16
42+3 5.17 5.84 6.50 7.17 7.84 8.51 9.17
42+4 5.19 5.86 6.52 7.19 7.86 8.52 9.19
42+5 5.21 5.88 6.54 7.21 7.87 8.54 9.20
42+6 5.23 5.90 6.56 7.22 7.89 8.55 9.21
